genes,log2FoldChange
evm.TU.Ap1.3928,1.22778659410997
evm.TU.Ap1.3929,1.22778659410997
evm.TU.Ap1.393,NA
evm.TU.Ap1.3930,0.454923170920216
evm.TU.Ap1.3931,2.14990890173907
evm.TU.Ap1.3932,1.84214264985258
evm.TU.Ap1.3933,NA
evm.TU.Ap1.3934,NA
evm.TU.Ap1.3935,-1.3530401300975
evm.TU.Ap1.3936,NA
evm.TU.Ap1.3937,0.454923170920216
evm.TU.Ap1.3938,1.6465246781374
evm.TU.Ap1.3939,NA
evm.TU.Ap1.394,-0.0858428182360815
evm.TU.Ap1.3940,NA
evm.TU.Ap1.3941,1.93025169234129
evm.TU.Ap1.3942,1.22778659410997
evm.TU.Ap1.3943,NA
evm.TU.Ap1.3944,NA
evm.TU.Ap1.3945,NA
evm.TU.Ap1.3946,0.867122495721592
evm.TU.Ap1.3947,-0.767783902828982
evm.TU.Ap1.3948,0.0942544242077071
evm.TU.Ap1.3949,NA
evm.TU.Ap1.395,1.43762785945692
evm.TU.Ap1.3950,-0.271155127627075
evm.TU.Ap1.3951,0.0951077149040815
evm.TU.Ap1.3952,NA
evm.TU.Ap1.3953,0.454923170920216
evm.TU.Ap1.3954,0.454923170920216
evm.TU.Ap1.3955,0.506454110708655
evm.TU.Ap1.3956,NA
evm.TU.Ap1.3957,NA
evm.TU.Ap1.3958,NA
evm.TU.Ap1.3959,NA
evm.TU.Ap1.396,-0.486030572100627
evm.TU.Ap1.3960,NA
evm.TU.Ap1.3961,0.50645229516698
evm.TU.Ap1.3962,NA
evm.TU.Ap1.3963,0.454923170920216
evm.TU.Ap1.3964,NA
evm.TU.Ap1.3965,0.454923170920216
evm.TU.Ap1.3966,0.441300921422481
evm.TU.Ap1.3967,-1.27046198786932
evm.TU.Ap1.3968,1.22778659410997
evm.TU.Ap1.3969,NA
evm.TU.Ap1.397,NA
evm.TU.Ap1.3970,NA
evm.TU.Ap1.3971,NA
evm.TU.Ap1.3972,1.30810584995366
evm.TU.Ap1.3973,0.141403886737089
evm.TU.Ap1.3974,0.454923170920216
evm.TU.Ap1.3975,-0.519356124322149
evm.TU.Ap1.3976_evm.TU.Ap1.3979,0.424515316121065
evm.TU.Ap1.3977,NA
evm.TU.Ap1.3978,NA
evm.TU.Ap1.398,NA
evm.TU.Ap1.3980,NA
evm.TU.Ap1.3981,1.66575265623496
evm.TU.Ap1.3982,NA
evm.TU.Ap1.3983,0.0157827726144264
evm.TU.Ap1.3984,-0.653935125357131
evm.TU.Ap1.3985,-0.606991823155077
evm.TU.Ap1.3986,0.454923170920216
evm.TU.Ap1.3987,-0.980450770327351
evm.TU.Ap1.3988,1.22778659410997
evm.TU.Ap1.3989,1.99752467492892
evm.TU.Ap1.399,NA
evm.TU.Ap1.3990,-0.0977870760231059
evm.TU.Ap1.3991,0.393280530514555
evm.TU.Ap1.3992,0.116215362892845
evm.TU.Ap1.3993,0.454923170920216
evm.TU.Ap1.3994,2.00955308517972
evm.TU.Ap1.3995,1.22778659410997
evm.TU.Ap1.3996,NA
evm.TU.Ap1.3997,0.216560272367092
evm.TU.Ap1.3998,-0.329943702084848
evm.TU.Ap1.3999,-0.825156593164967
evm.TU.Ap1.4,0.141488400296099
evm.TU.Ap1.40,-0.0450076959521246
evm.TU.Ap1.400,-1.17558640245886
evm.TU.Ap1.4000,1.22778659410997
evm.TU.Ap1.4001,0.0942544242077072
evm.TU.Ap1.4002,-0.453889228737004
evm.TU.Ap1.4003,1.22778659410997
evm.TU.Ap1.4004,0.540207028052195
evm.TU.Ap1.4005,1.10616406025904
evm.TU.Ap1.4006,NA
evm.TU.Ap1.4007,NA
evm.TU.Ap1.4008,NA
evm.TU.Ap1.4009,NA
evm.TU.Ap1.401,NA
evm.TU.Ap1.4010,-0.45143562253918
evm.TU.Ap1.4011,-1.23623306601608
evm.TU.Ap1.4012,0.0266393036426459
evm.TU.Ap1.4013,NA
evm.TU.Ap1.4014,NA
evm.TU.Ap1.4015,NA
evm.TU.Ap1.4016,NA
evm.TU.Ap1.4017,NA
evm.TU.Ap1.4018,NA
evm.TU.Ap1.4019,-0.591121023849265
evm.TU.Ap1.402,-1.60670976950386
evm.TU.Ap1.4020,-0.147476413238622
evm.TU.Ap1.4021,0.0926740275163219
evm.TU.Ap1.4022,1.04733871901804
evm.TU.Ap1.4023,0.0922886449058226
evm.TU.Ap1.4024,-0.643425836139085
evm.TU.Ap1.4025,1.22778659410997
evm.TU.Ap1.4026,NA
evm.TU.Ap1.4027,-1.68022038269338
evm.TU.Ap1.4028,NA
evm.TU.Ap1.4029,-0.292156451343759
evm.TU.Ap1.403,-0.602444016248001
evm.TU.Ap1.4030,0.141853818489484
evm.TU.Ap1.4031,NA
evm.TU.Ap1.4032,NA
evm.TU.Ap1.4033,NA
evm.TU.Ap1.4034,0.138473434189176
evm.TU.Ap1.4035,-0.937204166263724
evm.TU.Ap1.4036,-0.423520907208353
evm.TU.Ap1.4037,0.333602845400295
evm.TU.Ap1.4038,0.035714516887695
evm.TU.Ap1.4039,-0.0418989309377567
evm.TU.Ap1.404,-1.17377254023788
evm.TU.Ap1.4040,0.00887626657872679
evm.TU.Ap1.4041,-0.36461875672842
evm.TU.Ap1.4042,-0.673159827708023
evm.TU.Ap1.4043,0.761906722529459
evm.TU.Ap1.4044,0.173575131318317
evm.TU.Ap1.4045,1.6636103226471
evm.TU.Ap1.4046,0.153388748052635
evm.TU.Ap1.4047,0.5577927091691
evm.TU.Ap1.4048,0.186646596132809
evm.TU.Ap1.4049,-0.287176436667838
evm.TU.Ap1.405,0.454923170920216
evm.TU.Ap1.4050,0.0837815699775523
evm.TU.Ap1.4051,-0.841085722587837
evm.TU.Ap1.4052,0.619873088852371
evm.TU.Ap1.4053,0.429952346898551
evm.TU.Ap1.4054,-0.187897034321764
evm.TU.Ap1.4055,1.23076350014355
evm.TU.Ap1.4056,-0.276277603033866
evm.TU.Ap1.4057,-0.0252226402822745
evm.TU.Ap1.4058,NA
evm.TU.Ap1.4059,-1.26266934116415
evm.TU.Ap1.406,-0.271155127627075
evm.TU.Ap1.4060,-0.394629595779274
evm.TU.Ap1.4061,NA
evm.TU.Ap1.4062,NA
evm.TU.Ap1.4063,-1.0371327288401
evm.TU.Ap1.4064,NA
evm.TU.Ap1.4065,NA
evm.TU.Ap1.4066,NA
evm.TU.Ap1.4067,NA
evm.TU.Ap1.4068,0.454923170920216
evm.TU.Ap1.4069,-0.0956974584950344
evm.TU.Ap1.407,0.50764548103
evm.TU.Ap1.4070,-0.936449851555259
evm.TU.Ap1.4071,0.147960371689963
evm.TU.Ap1.4072,-1.08974356588275
evm.TU.Ap1.4073,0.252049092720262
evm.TU.Ap1.4074,0.39706125924671
evm.TU.Ap1.4075,-0.380878644586367
evm.TU.Ap1.4076,-0.777322531979712
evm.TU.Ap1.4077,-0.752712902401947
evm.TU.Ap1.4078,-0.218868977549669
evm.TU.Ap1.4079,-0.234223300213609
evm.TU.Ap1.408,-0.9060966924492
evm.TU.Ap1.4080,-0.211743001906626
evm.TU.Ap1.4081,NA
evm.TU.Ap1.4082,0.454923170920216
evm.TU.Ap1.4083,-1.00547280880232
evm.TU.Ap1.4084,-0.00802301850404262
evm.TU.Ap1.4085,-1.38580065895883
evm.TU.Ap1.4086,0.6770383767992
evm.TU.Ap1.4087,1.26717091932045
evm.TU.Ap1.4088,-0.362088464710152
evm.TU.Ap1.4089,-0.322659241430672
evm.TU.Ap1.409,-0.797346690280726
evm.TU.Ap1.4090,0.575011978417445
evm.TU.Ap1.4091_evm.TU.Ap1.4094,0.327569775667567
evm.TU.Ap1.4092,NA
evm.TU.Ap1.4093,NA
evm.TU.Ap1.4095,0.506454155255353
evm.TU.Ap1.4096,1.15372918997911
evm.TU.Ap1.4097,0.419452083903032
evm.TU.Ap1.4098,-0.327642394795073
evm.TU.Ap1.4099,-1.52958656504217
evm.TU.Ap1.41,0.174747090489619
evm.TU.Ap1.410,0.218207032911107
evm.TU.Ap1.4100,-1.12947526889238
evm.TU.Ap1.4101,0.454923170920216
evm.TU.Ap1.4102,-1.14054227787645
evm.TU.Ap1.4103,-0.27087664978196
evm.TU.Ap1.4104,-0.239967852373459
evm.TU.Ap1.4105,0.936212202368337
evm.TU.Ap1.4106,0.0942544242077075
evm.TU.Ap1.4107,-0.186940172491069
evm.TU.Ap1.4108,-2.17971067010042
evm.TU.Ap1.4109,1.25763523912671
evm.TU.Ap1.411,-1.37627297313596
evm.TU.Ap1.4110,-0.231224159274249
evm.TU.Ap1.4111,-0.375190363666846
evm.TU.Ap1.4112,-0.611255386002464
evm.TU.Ap1.4113,0.191274899080068
evm.TU.Ap1.4114,-0.139822245733755
evm.TU.Ap1.4115,1.22778659410997
evm.TU.Ap1.4116,NA
evm.TU.Ap1.4117,1.22778659410997
evm.TU.Ap1.4118,-0.382019877748493
evm.TU.Ap1.4119,-0.63436840124387
evm.TU.Ap1.412,0.0121122901309556
evm.TU.Ap1.4120,NA
evm.TU.Ap1.4121,NA
evm.TU.Ap1.4122,NA
evm.TU.Ap1.4123,-1.28851294884771
evm.TU.Ap1.4124,NA
evm.TU.Ap1.4125,NA
evm.TU.Ap1.4126,NA
evm.TU.Ap1.4127,NA
evm.TU.Ap1.4128,1.01216438883019
evm.TU.Ap1.4129,NA
evm.TU.Ap1.413,0.201621959821945
evm.TU.Ap1.4130,0.865601569600258
evm.TU.Ap1.4131,0.58510135798854
evm.TU.Ap1.4132,-0.19069330846744
evm.TU.Ap1.4133,1.67395945457955
evm.TU.Ap1.4134,-0.988703774111062
evm.TU.Ap1.4135,0.094254424207707
evm.TU.Ap1.4136,-0.116888609661674
evm.TU.Ap1.4137,-0.221824938662121
evm.TU.Ap1.4138,1.22778659410997
evm.TU.Ap1.4139,0.454923170920216
evm.TU.Ap1.414,NA
evm.TU.Ap1.4140,-0.624931480528531
evm.TU.Ap1.4141,-0.455739000081175
evm.TU.Ap1.4142,-0.0401661181870655
evm.TU.Ap1.4143,-0.0618119956460813
evm.TU.Ap1.4144,0.243241961039567
evm.TU.Ap1.4145,1.22707877108906
evm.TU.Ap1.4146,0.0743923781170423
evm.TU.Ap1.4147,0.232028011035441
evm.TU.Ap1.4148,0.283653645422417
evm.TU.Ap1.4149,1.22778659410997
evm.TU.Ap1.415,-0.664111675677439
evm.TU.Ap1.4150,0.613428093934031
evm.TU.Ap1.4151,-0.169027384289766
evm.TU.Ap1.4152,0.0942544242077075
evm.TU.Ap1.4153,1.1185498393322
evm.TU.Ap1.4154,0.0262041858642661
evm.TU.Ap1.4155,NA
evm.TU.Ap1.4156,-0.208730189556275
evm.TU.Ap1.4157,-0.317049531016563
evm.TU.Ap1.4158,NA
evm.TU.Ap1.4159,NA
evm.TU.Ap1.416,0.867117847397456
evm.TU.Ap1.4160,NA
evm.TU.Ap1.4161,0.930410959421953
evm.TU.Ap1.4162_evm.TU.Ap1.4163,0.21448559359668
evm.TU.Ap1.4164,0.523254820148918
evm.TU.Ap1.4165,0.624106026629108
evm.TU.Ap1.4166,1.22778659410997
evm.TU.Ap1.4167,0.454923170920216
evm.TU.Ap1.4168,NA
evm.TU.Ap1.4169,-0.363820831067763
evm.TU.Ap1.417,0.949623050965527
evm.TU.Ap1.4170,-0.444794581129857
evm.TU.Ap1.4171,-0.318747733410675
evm.TU.Ap1.4172,1.71913674352867
evm.TU.Ap1.4173,0.231842578611855
evm.TU.Ap1.4174,0.18794800577249
evm.TU.Ap1.4175,0.331230869499614
evm.TU.Ap1.4176,0.0704229724836343
evm.TU.Ap1.4177,1.22778659410997
evm.TU.Ap1.4178,-0.374676116424546
evm.TU.Ap1.4179,-0.203453710994283
evm.TU.Ap1.418,-0.158151528782419
evm.TU.Ap1.4180,-0.555179030851246
evm.TU.Ap1.4181,0.654215639680903
evm.TU.Ap1.4182,-0.0681325957752848
evm.TU.Ap1.4183,0.14644636664888
evm.TU.Ap1.4184,-0.0914300667411602
evm.TU.Ap1.4185,-1.3656002604613
evm.TU.Ap1.4186,-0.26277899856924
evm.TU.Ap1.4187,NA
evm.TU.Ap1.4188,0.454923170920216
evm.TU.Ap1.4189,NA
evm.TU.Ap1.419,1.67395945457955
evm.TU.Ap1.4190,0.172981768069038
evm.TU.Ap1.4191,-0.155444692540468
evm.TU.Ap1.4192,1.22778659410997
evm.TU.Ap1.4193,NA
evm.TU.Ap1.4194,NA
evm.TU.Ap1.4195,0.222914523609509
evm.TU.Ap1.4196,1.22778659410997
evm.TU.Ap1.4197,-0.843855841495541
evm.TU.Ap1.4198,NA
evm.TU.Ap1.4199,NA
evm.TU.Ap1.42,0.0942544242077079
evm.TU.Ap1.420,-0.816794700377297
evm.TU.Ap1.4200,NA
evm.TU.Ap1.4201,NA
evm.TU.Ap1.4202,0.867117847397457
evm.TU.Ap1.4203,0.0942544242077072
evm.TU.Ap1.4204,NA
evm.TU.Ap1.4205,NA
evm.TU.Ap1.4206,NA
evm.TU.Ap1.4207,NA
evm.TU.Ap1.4208,NA
evm.TU.Ap1.421,0.516809114257655
evm.TU.Ap1.422,0.511622838031268
evm.TU.Ap1.423,-0.6848343193559
evm.TU.Ap1.424,0.218034988382037
evm.TU.Ap1.425,0.16412608340065
evm.TU.Ap1.426,-0.489455381830606
evm.TU.Ap1.427,-0.123152876342604
evm.TU.Ap1.428,-0.139913283665565
evm.TU.Ap1.429,0.152298058566987
evm.TU.Ap1.43,0.454923170920216
evm.TU.Ap1.430,-0.528719373200811
evm.TU.Ap1.431,0.582891694380346
evm.TU.Ap1.432,-0.605011058507299
evm.TU.Ap1.433,0.65451823522575
evm.TU.Ap1.434,0.0942544242077072
evm.TU.Ap1.435,2.21498610216402
evm.TU.Ap1.436,NA
evm.TU.Ap1.437,-0.0287377508948499
evm.TU.Ap1.438,0.543380624320186
evm.TU.Ap1.439,-0.167301909088412
evm.TU.Ap1.44,-0.14467170134409
evm.TU.Ap1.440,0.0554789329697239
evm.TU.Ap1.441,0.580297633723638
evm.TU.Ap1.442,0.0397955395839057
evm.TU.Ap1.443,1.29408488704354
evm.TU.Ap1.444,-0.549059393998948
evm.TU.Ap1.445,-0.403965428791231
evm.TU.Ap1.446,-1.71822373013618
evm.TU.Ap1.447,-1.62493202867902
evm.TU.Ap1.448,-0.79802876059776
evm.TU.Ap1.449,-0.626596065353374
evm.TU.Ap1.45,1.22778659410997
evm.TU.Ap1.450,-0.62596197279263
evm.TU.Ap1.451,-0.765256257515293
evm.TU.Ap1.452,-0.430196494553073
evm.TU.Ap1.453,0.0942544242077072
evm.TU.Ap1.454,0.867117847397456
evm.TU.Ap1.455,NA
evm.TU.Ap1.456,0.454923170920216
evm.TU.Ap1.457,NA
evm.TU.Ap1.458,-0.0989611058773572
evm.TU.Ap1.459,0.73805786274807
evm.TU.Ap1.46,-0.262832827200548
evm.TU.Ap1.460,-0.554557028213988
evm.TU.Ap1.461,1.22778659410997
evm.TU.Ap1.462,0.68272553811932
evm.TU.Ap1.463,NA
evm.TU.Ap1.464,-0.187177914305656
evm.TU.Ap1.465,0.454923170920216
evm.TU.Ap1.466,-0.192212102762523
evm.TU.Ap1.467,NA
evm.TU.Ap1.468,-1.35962342424293
evm.TU.Ap1.469,NA
evm.TU.Ap1.47,NA
evm.TU.Ap1.470,-0.654990694658113
evm.TU.Ap1.471,1.18215317951905
evm.TU.Ap1.472,NA
evm.TU.Ap1.473,NA
evm.TU.Ap1.474,1.22778659410997
evm.TU.Ap1.475,NA
evm.TU.Ap1.476,1.22778659410997
evm.TU.Ap1.477,-0.950237542495461
evm.TU.Ap1.478,-1.69303943092377
evm.TU.Ap1.479,0.0225413090527461
evm.TU.Ap1.48,0.354389694078035
evm.TU.Ap1.480,NA
evm.TU.Ap1.481,NA
evm.TU.Ap1.482,NA
evm.TU.Ap1.483,1.60592837337507
evm.TU.Ap1.484,NA
evm.TU.Ap1.485,-0.615785468450216
evm.TU.Ap1.486,NA
evm.TU.Ap1.487,-0.381292095272548
evm.TU.Ap1.488,-0.0898439905864855
evm.TU.Ap1.489,-0.197038397764314
evm.TU.Ap1.49,0.128191927281003
evm.TU.Ap1.490,-0.189794528884517
evm.TU.Ap1.491,NA
evm.TU.Ap1.492,0.454923170920216
evm.TU.Ap1.493,0.223517696874923
evm.TU.Ap1.494,0.272301170890799
evm.TU.Ap1.495,0.532978611942922
evm.TU.Ap1.496,0.867117847397457
evm.TU.Ap1.497,-0.394766577623959
evm.TU.Ap1.498,-1.78871592503685
evm.TU.Ap1.499,-0.340320916172106
evm.TU.Ap1.5,NA
evm.TU.Ap1.50,-0.257539010187509
evm.TU.Ap1.500,-0.322020882999296
evm.TU.Ap1.501,1.07652928570312
evm.TU.Ap1.502,-1.08017286556269
evm.TU.Ap1.503,1.31329132992462
evm.TU.Ap1.504,-0.427186049715637
evm.TU.Ap1.505,0.168335042171849
evm.TU.Ap1.506,NA
evm.TU.Ap1.507,-0.881102565864029
evm.TU.Ap1.508,-0.289241033511796
evm.TU.Ap1.509,0.0309762353630026
evm.TU.Ap1.51,0.0195360985777041
evm.TU.Ap1.510,1.22778659410997
evm.TU.Ap1.511,0.344224389334777
evm.TU.Ap1.512,-0.286614148453851
evm.TU.Ap1.513,NA
evm.TU.Ap1.514,0.263004109634729
evm.TU.Ap1.515,0.242036016192452
evm.TU.Ap1.516,-0.129326957500487
evm.TU.Ap1.517,1.34995331330055
evm.TU.Ap1.518,0.0942544242077072
evm.TU.Ap1.519,-0.335299101600853
evm.TU.Ap1.52,-0.599038879970794
evm.TU.Ap1.520,1.02300852794399
evm.TU.Ap1.521,1.22778659410997
evm.TU.Ap1.522,-1.43720830381563
evm.TU.Ap1.523,0.454923170920216
evm.TU.Ap1.524,-0.22141647475488
evm.TU.Ap1.525,0.252985999085367
evm.TU.Ap1.526,0.141377396004275
evm.TU.Ap1.527,-0.30826745612697
evm.TU.Ap1.528,-0.766008134689995
evm.TU.Ap1.529,0.634753295008849
evm.TU.Ap1.53,0.218244778144433
evm.TU.Ap1.530,-1.13174312642045
evm.TU.Ap1.531,0.454923170920216
evm.TU.Ap1.532,-1.69415129298701
evm.TU.Ap1.533,NA
evm.TU.Ap1.534,1.22778659410997
evm.TU.Ap1.535,0.456805707057099
evm.TU.Ap1.536,0.913680669073847
evm.TU.Ap1.537,NA
evm.TU.Ap1.538,1.62088896238965
evm.TU.Ap1.539,NA
evm.TU.Ap1.54,0.0926176808652917
evm.TU.Ap1.540,NA
evm.TU.Ap1.541,0.454923170920216
evm.TU.Ap1.542,NA
evm.TU.Ap1.543,0.540525979906957
evm.TU.Ap1.544,NA
evm.TU.Ap1.545,NA
evm.TU.Ap1.546,-0.229748481944247
evm.TU.Ap1.547,0.391789423081224
evm.TU.Ap1.548,0.187004540224739
evm.TU.Ap1.549,-0.221693928553649
evm.TU.Ap1.55,0.690857699769749
evm.TU.Ap1.550,-0.186311758648286
evm.TU.Ap1.551,-0.05863719449135
evm.TU.Ap1.552,-0.728858504705057
evm.TU.Ap1.553,-0.381586421620999
evm.TU.Ap1.554,0.0648461210171166
evm.TU.Ap1.555,-0.345195713206644
evm.TU.Ap1.556,0.0942544242077072
evm.TU.Ap1.557,0.867117847397456
evm.TU.Ap1.558,NA
evm.TU.Ap1.559,0.39762151065744
evm.TU.Ap1.56,-0.736104991937166
evm.TU.Ap1.560,0.700763163547414
evm.TU.Ap1.561,-0.08279894434355
evm.TU.Ap1.562_evm.TU.Ap1.563,0.936011830206353
evm.TU.Ap1.564,0.668920020807035
evm.TU.Ap1.565,NA
evm.TU.Ap1.566,1.25400722921904
evm.TU.Ap1.567,NA
evm.TU.Ap1.568,NA
evm.TU.Ap1.569,0.454923170920216
evm.TU.Ap1.57,0.0942544242077075
evm.TU.Ap1.570,0.411146668179927
evm.TU.Ap1.571,-0.282038351471979
evm.TU.Ap1.572,0.535645029129374
evm.TU.Ap1.573,-0.418413015631329
evm.TU.Ap1.574,-0.515480569743551
evm.TU.Ap1.575,0.33012441559268
evm.TU.Ap1.576,0.0715315537251011
evm.TU.Ap1.577,0.397506432664982
evm.TU.Ap1.578,-0.251233915285462
evm.TU.Ap1.579,NA
evm.TU.Ap1.58,0.916757886034892
evm.TU.Ap1.580,NA
evm.TU.Ap1.581,NA
evm.TU.Ap1.582,NA
evm.TU.Ap1.583,NA
evm.TU.Ap1.584,NA
evm.TU.Ap1.585,0.454923170920216
evm.TU.Ap1.586,NA
evm.TU.Ap1.587,0.153743315854878
evm.TU.Ap1.588,0.198910080221388
evm.TU.Ap1.589,0.492292428332326
evm.TU.Ap1.59,0.18884510801263
evm.TU.Ap1.590,-0.0554870684805893
evm.TU.Ap1.591,1.30400495231113
evm.TU.Ap1.592,0.051259505220553
evm.TU.Ap1.593,0.506453198105503
evm.TU.Ap1.594,-0.103343173418042
evm.TU.Ap1.595,NA
evm.TU.Ap1.596,0.506450253657564
evm.TU.Ap1.597,-0.162373182775438
evm.TU.Ap1.598,-0.49780249666374
evm.TU.Ap1.599,0.00147890885845318
evm.TU.Ap1.6,0.454923170920216
evm.TU.Ap1.60,-0.629811886854808
evm.TU.Ap1.600,-0.494813757735736
evm.TU.Ap1.601,0.454923170920216
evm.TU.Ap1.602,0.47747227552395
evm.TU.Ap1.603,-0.194447202344119
evm.TU.Ap1.604,0.425225832160368
evm.TU.Ap1.605,-0.959423794712808
evm.TU.Ap1.606,0.641451079380679
evm.TU.Ap1.607,-0.52921734215463
evm.TU.Ap1.608,0.379825612834487
evm.TU.Ap1.609,-0.540652182474162
evm.TU.Ap1.61,0.0699269357092634
evm.TU.Ap1.610,-0.228478112182242
evm.TU.Ap1.611,-0.913695062535598
evm.TU.Ap1.612,-0.41567312210449
evm.TU.Ap1.613,-0.0694764944147632
evm.TU.Ap1.614,0.379278880995214
evm.TU.Ap1.615,0.867117847397456
evm.TU.Ap1.616,NA
evm.TU.Ap1.617,0.454923170920216
evm.TU.Ap1.618,NA
evm.TU.Ap1.619,NA
evm.TU.Ap1.62,1.66196101412698
evm.TU.Ap1.620,1.30013558385548
evm.TU.Ap1.621,NA
evm.TU.Ap1.622,NA
evm.TU.Ap1.623,0.506449100684947
evm.TU.Ap1.624,NA
evm.TU.Ap1.625,0.867117847397456
evm.TU.Ap1.626,1.21357317438164
evm.TU.Ap1.627,0.454923170920216
evm.TU.Ap1.628,-0.0289169223557452
evm.TU.Ap1.629,0.226850992680528
evm.TU.Ap1.63,0.131604741296553
evm.TU.Ap1.630,-0.581468341658454
evm.TU.Ap1.631,0.355794628337371
evm.TU.Ap1.632,0.327754157505453
evm.TU.Ap1.633,-0.547487481077451
evm.TU.Ap1.634,-0.218931674271638
evm.TU.Ap1.635,-1.51263560773404
evm.TU.Ap1.636,-0.869962663190565
evm.TU.Ap1.637,-0.399480280834615
evm.TU.Ap1.638,-0.198008672488874
evm.TU.Ap1.639,-1.14331652028492
evm.TU.Ap1.64,0.89608998247103
evm.TU.Ap1.640,1.22778659410997
evm.TU.Ap1.641,0.73226466078314
evm.TU.Ap1.642,0.244925310496743
evm.TU.Ap1.643,-0.578489378243286
evm.TU.Ap1.644,0.867117847397456
evm.TU.Ap1.645,-0.645865139615541
evm.TU.Ap1.646,-0.951913146655975
evm.TU.Ap1.647,-0.733652082898908
evm.TU.Ap1.648,1.25793251613479
evm.TU.Ap1.649,0.140362695866396
evm.TU.Ap1.65,0.0469943592237085
evm.TU.Ap1.650,0.506452852525718
evm.TU.Ap1.651,0.454923170920216
evm.TU.Ap1.652,NA
evm.TU.Ap1.653,0.950044694952597
evm.TU.Ap1.654,0.00615729325345765
evm.TU.Ap1.655,-0.46401995969861
evm.TU.Ap1.656,-0.799904020388026
evm.TU.Ap1.657,NA
evm.TU.Ap1.658,NA
evm.TU.Ap1.659,0.214265444600874
evm.TU.Ap1.66,0.385768616957944
evm.TU.Ap1.660,0.211642555693475
evm.TU.Ap1.661,NA
evm.TU.Ap1.662,-0.298913065046308
evm.TU.Ap1.663,0.822686499017508
evm.TU.Ap1.664,0.867117847397456
evm.TU.Ap1.665,0.543212512844847
evm.TU.Ap1.666,0.11006275228621
evm.TU.Ap1.667,-0.260999155909758
evm.TU.Ap1.668,0.892897902343361
evm.TU.Ap1.669,0.111050185292422
evm.TU.Ap1.67,1.2615305451561
evm.TU.Ap1.670,-0.210084932743189
evm.TU.Ap1.671,0.205710992045505
evm.TU.Ap1.672,0.25701893145935
evm.TU.Ap1.673,0.867117847397456
evm.TU.Ap1.674,NA
evm.TU.Ap1.675,NA
evm.TU.Ap1.676,NA
evm.TU.Ap1.677,0.0942544242077072
evm.TU.Ap1.678,-0.295863724354294
evm.TU.Ap1.679,-0.586999245904582
evm.TU.Ap1.68,-0.2449179231721
evm.TU.Ap1.680,-0.248266392577953
evm.TU.Ap1.681,-0.147308919079539
evm.TU.Ap1.682,1.67395945457955
evm.TU.Ap1.683_evm.TU.Ap1.684,0.774880447228463
evm.TU.Ap1.685,NA
evm.TU.Ap1.686,1.02884847011944
evm.TU.Ap1.687,0.446848813881834
evm.TU.Ap1.688,0.112941279620711
evm.TU.Ap1.689,2.5336313668401
evm.TU.Ap1.69,-0.178125899306927
evm.TU.Ap1.690,-0.194332601965871
evm.TU.Ap1.691,0.902007960279388
evm.TU.Ap1.692,0.158761167763077
evm.TU.Ap1.693,-0.203593149132927
evm.TU.Ap1.694,-0.926027314090254
evm.TU.Ap1.695,NA
evm.TU.Ap1.696,NA
evm.TU.Ap1.697,NA
evm.TU.Ap1.698,-0.657656178914731
evm.TU.Ap1.699,-0.211134398568202
evm.TU.Ap1.7,0.286000694385431
evm.TU.Ap1.70,-0.954849736868483
evm.TU.Ap1.700,0.311484457730269
evm.TU.Ap1.701,0.587992927324081
evm.TU.Ap1.702,1.08277203005661
evm.TU.Ap1.703,0.453788712281748
evm.TU.Ap1.704,NA
evm.TU.Ap1.705,1.22778659410997
evm.TU.Ap1.706,NA
evm.TU.Ap1.707,-0.072719564948032
evm.TU.Ap1.708,NA
evm.TU.Ap1.709,NA
evm.TU.Ap1.71,-0.624925204438627
evm.TU.Ap1.710,1.15739636935554
evm.TU.Ap1.711,-1.16276388251421
evm.TU.Ap1.712,0.0399591323586572
evm.TU.Ap1.713,0.414178258836337
evm.TU.Ap1.714,0.422424210219857
evm.TU.Ap1.715,0.511194089884401
evm.TU.Ap1.716,-0.971699858735082
evm.TU.Ap1.717,0.454923170920216
evm.TU.Ap1.718,NA
evm.TU.Ap1.719,NA
evm.TU.Ap1.72,-0.197950694036029
evm.TU.Ap1.720,-1.06334236540369
evm.TU.Ap1.721,0.454923170920216
evm.TU.Ap1.722,-0.74995034882355
evm.TU.Ap1.723,NA
evm.TU.Ap1.724,NA
evm.TU.Ap1.725,-1.52680969224459
evm.TU.Ap1.726,-0.665095158177294
evm.TU.Ap1.727,-0.336581581683795
evm.TU.Ap1.728,-0.393095825481723
evm.TU.Ap1.729,-0.294284516339622
evm.TU.Ap1.73,-0.357511744936404
evm.TU.Ap1.730,NA
evm.TU.Ap1.731,0.589099294934067
evm.TU.Ap1.732,-1.44893748296522
evm.TU.Ap1.733,-0.837462774927154
evm.TU.Ap1.734,0.0942544242077071
evm.TU.Ap1.735,1.84532323346724
evm.TU.Ap1.736,-0.76904052723235
evm.TU.Ap1.737,NA
evm.TU.Ap1.738,0.506453596149144
evm.TU.Ap1.739,0.310473133902876
evm.TU.Ap1.74,0.59253087352172
evm.TU.Ap1.740,-0.73738157472016
evm.TU.Ap1.741,0.0942544242077072
evm.TU.Ap1.742,1.22778659410997
evm.TU.Ap1.743,1.67395945457955
evm.TU.Ap1.744,NA
evm.TU.Ap1.745,-0.116196680772181
evm.TU.Ap1.746,NA
evm.TU.Ap1.747,0.0942544242077072
evm.TU.Ap1.748,NA
evm.TU.Ap1.749,0.538351707010845
