genes,signedlogP
evm.TU.Ap12.1487,-0.215540650571288
evm.TU.Ap12.1488,0.166950444480521
evm.TU.Ap12.1489,0.778389072100712
evm.TU.Ap12.149,NA
evm.TU.Ap12.1490,NA
evm.TU.Ap12.1491,0.5430314415176
evm.TU.Ap12.1492,0.411011953631601
evm.TU.Ap12.1493,0.838978383107088
evm.TU.Ap12.1494,-0.391061293897862
evm.TU.Ap12.1495,-2.48504155382496
evm.TU.Ap12.1496,0.254863312735239
evm.TU.Ap12.1497,-1.07541890040726
evm.TU.Ap12.1498,0.152118912463662
evm.TU.Ap12.1499,-1.11812315674309
evm.TU.Ap12.15,0.195503776824861
evm.TU.Ap12.150,0.195505027403493
evm.TU.Ap12.1500,NA
evm.TU.Ap12.1501,-2.5078412924477
evm.TU.Ap12.1502,0.956257884069208
evm.TU.Ap12.1503,8.98887454926217
evm.TU.Ap12.1504,0.17143952994745
evm.TU.Ap12.1505,3.82309481169063
evm.TU.Ap12.1506,1.19805363790123
evm.TU.Ap12.1507,-0.0170879441134682
evm.TU.Ap12.1508,-0.747647240721335
evm.TU.Ap12.1509,0.0987066344309388
evm.TU.Ap12.151,NA
evm.TU.Ap12.1510,0.705198796222068
evm.TU.Ap12.1511,0.377013439544061
evm.TU.Ap12.1512,NA
evm.TU.Ap12.1513,-0.522627044257146
evm.TU.Ap12.1514,-0.165529269285978
evm.TU.Ap12.1515,2.08505324560318
evm.TU.Ap12.1516,NA
evm.TU.Ap12.1517,NA
evm.TU.Ap12.1518,NA
evm.TU.Ap12.1519,NA
evm.TU.Ap12.152,NA
evm.TU.Ap12.1520,-0.23471153022103
evm.TU.Ap12.1521,-0.0732679668063793
evm.TU.Ap12.1522,0.425716735381256
evm.TU.Ap12.1523,0.226014052032685
evm.TU.Ap12.1524,-1.21179287927303
evm.TU.Ap12.1525,-1.8623267328914
evm.TU.Ap12.1526,-3.72101161113857
evm.TU.Ap12.1527,1.64458193065645
evm.TU.Ap12.1528,1.55738881895041
evm.TU.Ap12.1529,-1.52922471049753
evm.TU.Ap12.153,NA
evm.TU.Ap12.1530,1.01491034614134
evm.TU.Ap12.1531,0.253018237667651
evm.TU.Ap12.1532,-0.559015240567097
evm.TU.Ap12.1533,0.0513516645296645
evm.TU.Ap12.1534,-0.179212315502848
evm.TU.Ap12.1535,-0.192452782516767
evm.TU.Ap12.1536,-0.235682027119889
evm.TU.Ap12.1537,0.190995795653748
evm.TU.Ap12.1538_evm.TU.Ap12.1539,0.707524081381704
evm.TU.Ap12.154,0.0513532063368722
evm.TU.Ap12.1540,0.80843819014482
evm.TU.Ap12.1541,NA
evm.TU.Ap12.1542,-0.258787203716656
evm.TU.Ap12.1543,0.245214904255648
evm.TU.Ap12.1544,0.715087315304071
evm.TU.Ap12.1545,NA
evm.TU.Ap12.1546,2.1073703073726
evm.TU.Ap12.1547,-0.0417203486412097
evm.TU.Ap12.1548,-0.17339107242612
evm.TU.Ap12.1549,NA
evm.TU.Ap12.155,NA
evm.TU.Ap12.1550,0.511657846690725
evm.TU.Ap12.1551,0.661810276717766
evm.TU.Ap12.1552,-3.34110071491451
evm.TU.Ap12.1553,-3.80519455423577
evm.TU.Ap12.1554,-0.0783965857363079
evm.TU.Ap12.1555,-0.0101520011052153
evm.TU.Ap12.1556,NA
evm.TU.Ap12.1557,0.434378966048976
evm.TU.Ap12.1558,0.61773802821613
evm.TU.Ap12.1559,0.172057237604038
evm.TU.Ap12.156,0.205744275170352
evm.TU.Ap12.1560,-0.896054893482406
evm.TU.Ap12.1561,0.195504012398044
evm.TU.Ap12.1562,0.0805502203267812
evm.TU.Ap12.1563,0.406543254767581
evm.TU.Ap12.1564,-0.0101503952025728
evm.TU.Ap12.1565,-0.512346039783167
evm.TU.Ap12.1566,1.44808531776956
evm.TU.Ap12.1567,NA
evm.TU.Ap12.1568,1.0294459760757
evm.TU.Ap12.1569,0.195505027403493
evm.TU.Ap12.157,0.195504012398044
evm.TU.Ap12.1570,NA
evm.TU.Ap12.1571,NA
evm.TU.Ap12.1572,0.0506232996100558
evm.TU.Ap12.1573,-1.16097194521388
evm.TU.Ap12.1574,-0.497791035462294
evm.TU.Ap12.1575,-1.10250305719864
evm.TU.Ap12.1576,-0.0379991797566654
evm.TU.Ap12.1577,NA
evm.TU.Ap12.1578,0.488437168165027
evm.TU.Ap12.1579,1.92772766728916
evm.TU.Ap12.158_evm.TU.Ap12.161,-0.739479018632432
evm.TU.Ap12.1580,-0.0217975732159886
evm.TU.Ap12.1581,-1.03526844185358
evm.TU.Ap12.1582,-5.10053362274109
evm.TU.Ap12.1583,0.423244248436695
evm.TU.Ap12.1584,-3.09582225009394
evm.TU.Ap12.1585,0.0513541057235983
evm.TU.Ap12.1586,0.19550129574397
evm.TU.Ap12.1587,-0.109652984199031
evm.TU.Ap12.1588,-0.0457481092609803
evm.TU.Ap12.1589,NA
evm.TU.Ap12.159,NA
evm.TU.Ap12.1590,NA
evm.TU.Ap12.1591,NA
evm.TU.Ap12.1592,NA
evm.TU.Ap12.1593,-0.548993807857268
evm.TU.Ap12.1594,-1.62216825532968
evm.TU.Ap12.1595,-0.316314317985673
evm.TU.Ap12.1596,-7.75272462563377
evm.TU.Ap12.1597,-0.0679432811726973
evm.TU.Ap12.1598,-0.066593575824872
evm.TU.Ap12.1599,-0.906867350402352
evm.TU.Ap12.16,-0.800029914560824
evm.TU.Ap12.160,NA
evm.TU.Ap12.1600,NA
evm.TU.Ap12.1601,0.315187204610697
evm.TU.Ap12.1602,NA
evm.TU.Ap12.1603,-0.0811977001712705
evm.TU.Ap12.1604,NA
evm.TU.Ap12.1605,-2.40916262733204
evm.TU.Ap12.1606,0.153920394081422
evm.TU.Ap12.1607,-0.670471301652165
evm.TU.Ap12.1608,0.285053422587769
evm.TU.Ap12.1609,-1.20629151853332
evm.TU.Ap12.1610,NA
evm.TU.Ap12.1611,NA
evm.TU.Ap12.1612,4.94387931122882
evm.TU.Ap12.1613,NA
evm.TU.Ap12.1614,NA
evm.TU.Ap12.1615,NA
evm.TU.Ap12.1616,NA
evm.TU.Ap12.1617,NA
evm.TU.Ap12.1618,0.191744225713674
evm.TU.Ap12.1619,-0.28885007431317
evm.TU.Ap12.162,NA
evm.TU.Ap12.1620,0.0513532063368722
evm.TU.Ap12.1621,-3.44952283764982
evm.TU.Ap12.1622,NA
evm.TU.Ap12.1623,0.879461673630214
evm.TU.Ap12.1624,NA
evm.TU.Ap12.1625,NA
evm.TU.Ap12.1626,NA
evm.TU.Ap12.1627,-0.353983697444216
evm.TU.Ap12.1628,NA
evm.TU.Ap12.1629,NA
evm.TU.Ap12.163,0.813257654459468
evm.TU.Ap12.1630,NA
evm.TU.Ap12.1631,-2.31223968698509
evm.TU.Ap12.1632,0.0513494659188564
evm.TU.Ap12.1633,0.279624445331093
evm.TU.Ap12.1634,0.0513529975949888
evm.TU.Ap12.1635,-2.01457970415286
evm.TU.Ap12.1636,NA
evm.TU.Ap12.1637,NA
evm.TU.Ap12.1638,NA
evm.TU.Ap12.1639,-2.00414816390282
evm.TU.Ap12.164,-1.11600819003501
evm.TU.Ap12.1640,NA
evm.TU.Ap12.1641,-1.35968947367392
evm.TU.Ap12.1642,NA
evm.TU.Ap12.1643,NA
evm.TU.Ap12.1644,-0.0190018467951301
evm.TU.Ap12.1645,0.0513541057235983
evm.TU.Ap12.1646,NA
evm.TU.Ap12.1647,-0.913588271257147
evm.TU.Ap12.1648,-3.155072415827
evm.TU.Ap12.1649,NA
evm.TU.Ap12.165,-0.100614961115337
evm.TU.Ap12.1650,NA
evm.TU.Ap12.1651,0.0513523069508947
evm.TU.Ap12.1652,-3.26851856017019
evm.TU.Ap12.1653,0.69737386897403
evm.TU.Ap12.1654,NA
evm.TU.Ap12.1655,3.40367731330006
evm.TU.Ap12.1656,0.0762611286719908
evm.TU.Ap12.1657,0.248541376981044
evm.TU.Ap12.1658,0.0571050686453846
evm.TU.Ap12.1659,NA
evm.TU.Ap12.166,-0.185139575147758
evm.TU.Ap12.1660,NA
evm.TU.Ap12.1661,NA
evm.TU.Ap12.1662,NA
evm.TU.Ap12.1663,0.041143212232117
evm.TU.Ap12.1664,NA
evm.TU.Ap12.1665,-0.202441936828973
evm.TU.Ap12.1666,-1.0755534633336
evm.TU.Ap12.1667,1.0945754714514
evm.TU.Ap12.1668,5.06764033255184
evm.TU.Ap12.1669,0.308175785006397
evm.TU.Ap12.167,-7.76934937335465
evm.TU.Ap12.1670,NA
evm.TU.Ap12.1671,0.0252735828960039
evm.TU.Ap12.1672,-0.115174688583784
evm.TU.Ap12.1673,NA
evm.TU.Ap12.1674,0.0513529975949888
evm.TU.Ap12.1675,-2.14614836420493
evm.TU.Ap12.1676,0.126065260546595
evm.TU.Ap12.1677,-0.191878448186415
evm.TU.Ap12.1678,NA
evm.TU.Ap12.1679,NA
evm.TU.Ap12.168,-1.20132330239006
evm.TU.Ap12.1680,NA
evm.TU.Ap12.1681,0.0513541057235983
evm.TU.Ap12.1682,NA
evm.TU.Ap12.1683,0.0513525639151077
evm.TU.Ap12.1684,-2.25535480286035
evm.TU.Ap12.1685,-0.941471273296673
evm.TU.Ap12.1686,NA
evm.TU.Ap12.1687,0.0513516645296645
evm.TU.Ap12.1688,0.0513541057235983
evm.TU.Ap12.1689,0.0927266805532197
evm.TU.Ap12.169,NA
evm.TU.Ap12.1690,NA
evm.TU.Ap12.1691,NA
evm.TU.Ap12.1692,-0.298576647672529
evm.TU.Ap12.1693,-0.0101520011052152
evm.TU.Ap12.1694,NA
evm.TU.Ap12.1695,NA
evm.TU.Ap12.1696,NA
evm.TU.Ap12.1697,NA
evm.TU.Ap12.1698,NA
evm.TU.Ap12.1699,-0.989854405221296
evm.TU.Ap12.17,-0.0101503952025728
evm.TU.Ap12.170,-0.558486944657983
evm.TU.Ap12.1700,NA
evm.TU.Ap12.1701,-0.0966104273437857
evm.TU.Ap12.1702,-0.359002212632227
evm.TU.Ap12.1703,0.739832872424354
evm.TU.Ap12.1704,0.208603589946676
evm.TU.Ap12.1705,-0.152712150892538
evm.TU.Ap12.1706,-0.843863039039356
evm.TU.Ap12.1707,6.32607268720142
evm.TU.Ap12.1708,-0.207869458308625
evm.TU.Ap12.1709,0.708579287119914
evm.TU.Ap12.171,-0.795054228329034
evm.TU.Ap12.1710,-1.48548409177378
evm.TU.Ap12.1711,-0.169408826342326
evm.TU.Ap12.1712,NA
evm.TU.Ap12.1713,NA
evm.TU.Ap12.1714,NA
evm.TU.Ap12.1715,0.143765857820105
evm.TU.Ap12.1716,0.141920113396045
evm.TU.Ap12.1717,0.0858238190971282
evm.TU.Ap12.1718,-0.119598736786178
evm.TU.Ap12.1719,-0.472515463529161
evm.TU.Ap12.172,1.12202030044463
evm.TU.Ap12.1720,1.54717473772492
evm.TU.Ap12.1721,-1.60784026051302
evm.TU.Ap12.1722,3.88630347594855
evm.TU.Ap12.1723,-0.426354448345803
evm.TU.Ap12.1724,0.472709005418318
evm.TU.Ap12.1725,0.881002903352721
evm.TU.Ap12.1726,-0.19840483097677
evm.TU.Ap12.1727,-2.46896921415311
evm.TU.Ap12.1728,NA
evm.TU.Ap12.1729,-0.230218766382013
evm.TU.Ap12.173,1.32943768567237
evm.TU.Ap12.1730,-0.00991199307794677
evm.TU.Ap12.1731,0.195498994566974
evm.TU.Ap12.1732,-1.50155348171882
evm.TU.Ap12.1733,-0.717150178852815
evm.TU.Ap12.1734,-0.613270861409189
evm.TU.Ap12.1735,0.142685401922576
evm.TU.Ap12.1736,-0.461877888013736
evm.TU.Ap12.1737,0.038338172617084
evm.TU.Ap12.1738,NA
evm.TU.Ap12.1739,0.520971257495147
evm.TU.Ap12.174,0.0513541057235983
evm.TU.Ap12.1740,NA
evm.TU.Ap12.1741,NA
evm.TU.Ap12.1742,0.766784669631366
evm.TU.Ap12.1743,0.195505027403493
evm.TU.Ap12.1744,-0.64326638997895
evm.TU.Ap12.1745,-0.392190758047624
evm.TU.Ap12.1746,NA
evm.TU.Ap12.1747,NA
evm.TU.Ap12.1748,0.0513541057235983
evm.TU.Ap12.1749,NA
evm.TU.Ap12.175,0.249407020211177
evm.TU.Ap12.1750,-2.84308270205357
evm.TU.Ap12.1751,-0.748038873099287
evm.TU.Ap12.1752,-2.99005274919463
evm.TU.Ap12.1753,NA
evm.TU.Ap12.1754,-1.01432740817113
evm.TU.Ap12.1755,0.244129403472188
evm.TU.Ap12.1756,-1.94024019825617
evm.TU.Ap12.1757,-3.60415611874597
evm.TU.Ap12.1758,-0.796763970345214
evm.TU.Ap12.1759,NA
evm.TU.Ap12.176,0.701584293612902
evm.TU.Ap12.1760,NA
evm.TU.Ap12.1761,NA
evm.TU.Ap12.1762,NA
evm.TU.Ap12.1763,-0.479708705706121
evm.TU.Ap12.1764,-1.62991500362785
evm.TU.Ap12.1765,0.280744098250596
evm.TU.Ap12.1766,-0.185941859206218
evm.TU.Ap12.1767,-0.486171346194829
evm.TU.Ap12.1768,0.140950999827254
evm.TU.Ap12.1769,0.835682116763344
evm.TU.Ap12.177,-0.0138507173566315
evm.TU.Ap12.1770,-0.097870031133496
evm.TU.Ap12.1771,-0.210846446235758
evm.TU.Ap12.1772,-0.978719472790699
evm.TU.Ap12.1773,-2.03848298510604
evm.TU.Ap12.1774,0.155729517201192
evm.TU.Ap12.1775,0.0513541057235986
evm.TU.Ap12.1776,-0.0101503952025727
evm.TU.Ap12.1777,-0.0685204818837172
evm.TU.Ap12.1778,NA
evm.TU.Ap12.1779,-1.48320893787182
evm.TU.Ap12.178,0.47926051532166
evm.TU.Ap12.1780,NA
evm.TU.Ap12.1781,NA
evm.TU.Ap12.1782,0.300706568087675
evm.TU.Ap12.1783,-0.317876872318274
evm.TU.Ap12.1784,NA
evm.TU.Ap12.1785,0.0513541057235983
evm.TU.Ap12.1786,0.294518814331325
evm.TU.Ap12.1787,-0.650432706084915
evm.TU.Ap12.1788,1.18957977184623
evm.TU.Ap12.1789,-0.647861839579486
evm.TU.Ap12.179,NA
evm.TU.Ap12.1790,0.99693411669812
evm.TU.Ap12.1791,-0.751478875604878
evm.TU.Ap12.1792,-1.30723031194985
evm.TU.Ap12.1793,-5.25272602267898
evm.TU.Ap12.1794,-0.117603138073588
evm.TU.Ap12.1795,1.62430947141293
evm.TU.Ap12.1796_evm.TU.Ap12.1805,0.936697980817629
evm.TU.Ap12.1797,NA
evm.TU.Ap12.1798,NA
evm.TU.Ap12.1799,NA
evm.TU.Ap12.18,-0.980772255114148
evm.TU.Ap12.180,NA
evm.TU.Ap12.1800,NA
evm.TU.Ap12.1801,NA
evm.TU.Ap12.1802,NA
evm.TU.Ap12.1803,NA
evm.TU.Ap12.1804,NA
evm.TU.Ap12.1806,0.127916816401497
evm.TU.Ap12.1807,-0.210353147948586
evm.TU.Ap12.1808,-0.513927822052159
evm.TU.Ap12.1809,0.656226228697001
evm.TU.Ap12.181,NA
evm.TU.Ap12.1810,-1.62493768791698
evm.TU.Ap12.1811,0.54521757272845
evm.TU.Ap12.1812,-0.829585113936853
evm.TU.Ap12.1813,-3.82062143147686
evm.TU.Ap12.1814,-1.58053859751176
evm.TU.Ap12.1815,NA
evm.TU.Ap12.1816,0.172848217921316
evm.TU.Ap12.1817,0.0377907593316679
evm.TU.Ap12.1818,NA
evm.TU.Ap12.1819,0.278572147608362
evm.TU.Ap12.182,NA
evm.TU.Ap12.1820,0.361386615195507
evm.TU.Ap12.1821_evm.TU.Ap12.1830,-3.25574447275211
evm.TU.Ap12.1822,NA
evm.TU.Ap12.1823,NA
evm.TU.Ap12.1824,NA
evm.TU.Ap12.1825,NA
evm.TU.Ap12.1826,NA
evm.TU.Ap12.1827,NA
evm.TU.Ap12.1828,NA
evm.TU.Ap12.1829,NA
evm.TU.Ap12.183,NA
evm.TU.Ap12.1831,0.127359906352957
evm.TU.Ap12.1832,-0.743700402830016
evm.TU.Ap12.1833,0.0513541057235983
evm.TU.Ap12.1834,-0.910652418534888
evm.TU.Ap12.1835,-0.53336924115213
evm.TU.Ap12.1836,0.22042273308579
evm.TU.Ap12.1837,-1.3680292240391
evm.TU.Ap12.1838,0.15602010387937
evm.TU.Ap12.1839,-0.123513626695908
evm.TU.Ap12.184,NA
evm.TU.Ap12.1840,0.578134347191331
evm.TU.Ap12.1841,-0.458056921089574
evm.TU.Ap12.1842,-1.24732608357589
evm.TU.Ap12.1843,0.0458799678907341
evm.TU.Ap12.1844,-0.893613282954004
evm.TU.Ap12.1845,0.378938619234787
evm.TU.Ap12.1846,NA
evm.TU.Ap12.1847,-0.117910268622713
evm.TU.Ap12.1848,-0.303244448521831
evm.TU.Ap12.1849,-0.0639308312277229
evm.TU.Ap12.185,NA
evm.TU.Ap12.1850,1.5011356795947
evm.TU.Ap12.1851,0.62068892709937
evm.TU.Ap12.1852,0.0513523069508945
evm.TU.Ap12.1853,-2.70242910419519
evm.TU.Ap12.1854,-0.281077099865198
evm.TU.Ap12.1855,-1.30837069660911
evm.TU.Ap12.1856,0.195503776824861
evm.TU.Ap12.1857,0.605722539469456
evm.TU.Ap12.1858,-0.598886643791324
evm.TU.Ap12.1859,0.0604296405730096
evm.TU.Ap12.186,0.195505027403493
evm.TU.Ap12.1860,NA
evm.TU.Ap12.1861,NA
evm.TU.Ap12.1862,-0.909509727299328
evm.TU.Ap12.1863,NA
evm.TU.Ap12.1864,NA
evm.TU.Ap12.1865,0.0714174353991413
evm.TU.Ap12.1866,0.0513541057235986
evm.TU.Ap12.1867,-0.0101534854204513
evm.TU.Ap12.1868,NA
evm.TU.Ap12.1869,-0.171574285805267
evm.TU.Ap12.187,NA
evm.TU.Ap12.1870,-0.567590145768915
evm.TU.Ap12.1871,-1.19070290609992
evm.TU.Ap12.1872,-1.29411363249152
evm.TU.Ap12.1873,NA
evm.TU.Ap12.1874,-1.06977869394943
evm.TU.Ap12.1875,NA
evm.TU.Ap12.1876,-0.00149825970185205
evm.TU.Ap12.1877,0.0513541057235983
evm.TU.Ap12.1878,NA
evm.TU.Ap12.1879,NA
evm.TU.Ap12.188,-0.167546684087007
evm.TU.Ap12.1880,NA
evm.TU.Ap12.1881,-0.15040892807778
evm.TU.Ap12.1882,0.0513541057235983
evm.TU.Ap12.1883,NA
evm.TU.Ap12.1884,-0.937782905982548
evm.TU.Ap12.1885,NA
evm.TU.Ap12.1886,0.195504012398044
evm.TU.Ap12.1887,NA
evm.TU.Ap12.1888,1.10841184616216
evm.TU.Ap12.1889,0.337896880688145
evm.TU.Ap12.189,-0.00194906346812863
evm.TU.Ap12.1890,0.512107797032899
evm.TU.Ap12.1891,0.12606548343728
evm.TU.Ap12.1892,4.40761908680277
evm.TU.Ap12.1893,0.579804647318187
evm.TU.Ap12.1894,-0.406433812285815
evm.TU.Ap12.1895,NA
evm.TU.Ap12.1896,NA
evm.TU.Ap12.1897,0.0513533348190782
evm.TU.Ap12.1898,0.0513541057235983
evm.TU.Ap12.1899,0.195501958390098
evm.TU.Ap12.19,0.338804017348282
evm.TU.Ap12.190,2.07979823130117
evm.TU.Ap12.1900,-0.697927504364223
evm.TU.Ap12.1901,0.0513532063368725
evm.TU.Ap12.1902,-0.241129692032911
evm.TU.Ap12.1903,NA
evm.TU.Ap12.1904,-1.19024865402615
evm.TU.Ap12.1905,-1.57078790059613
evm.TU.Ap12.1906,-1.86305436864692
evm.TU.Ap12.1907,0.0172432259898808
evm.TU.Ap12.1908,-0.11761560001085
evm.TU.Ap12.1909,NA
evm.TU.Ap12.191,0.0513541057235983
evm.TU.Ap12.1910,0.184930832484134
evm.TU.Ap12.1911,NA
evm.TU.Ap12.1912,-0.0158218904688602
evm.TU.Ap12.1913,-0.0101503952025726
evm.TU.Ap12.1914,0.0513541057235986
evm.TU.Ap12.1915,NA
evm.TU.Ap12.1916,0.0157157741021061
evm.TU.Ap12.1917,0.0513533348190782
evm.TU.Ap12.1918,NA
evm.TU.Ap12.1919,0.0895403018314099
evm.TU.Ap12.192,NA
evm.TU.Ap12.1920_evm.TU.Ap12.1923,2.38480245969235
evm.TU.Ap12.1921,NA
evm.TU.Ap12.1922,NA
evm.TU.Ap12.1924,0.631204729747438
evm.TU.Ap12.1925,2.09689044823571
evm.TU.Ap12.1926,0.223384559684071
evm.TU.Ap12.1927,2.04267022680802
evm.TU.Ap12.1928,-1.66210606506894
evm.TU.Ap12.1929,-0.194995020546557
evm.TU.Ap12.193,0.0513532063368723
evm.TU.Ap12.1930,NA
evm.TU.Ap12.1931,0.278874201930485
evm.TU.Ap12.1932,1.29021676467907
evm.TU.Ap12.1933,-3.1435869791641
evm.TU.Ap12.1934,0.195505027403493
evm.TU.Ap12.1935,NA
evm.TU.Ap12.1936,0.0604287336535103
evm.TU.Ap12.1937,0.768969790233771
evm.TU.Ap12.1938,2.16267034648476
evm.TU.Ap12.1939,NA
evm.TU.Ap12.194,-0.446498919517413
evm.TU.Ap12.1940,0.0562717947980628
evm.TU.Ap12.1941,-1.24464080904302
evm.TU.Ap12.1942,-0.113496248022585
evm.TU.Ap12.1943,0.127739188435112
evm.TU.Ap12.1944,NA
evm.TU.Ap12.1945,0.195502997393381
evm.TU.Ap12.1946,NA
evm.TU.Ap12.1947,0.108760569803657
evm.TU.Ap12.1948,NA
evm.TU.Ap12.1949,1.52398421877373
evm.TU.Ap12.195,-0.0132988509320785
evm.TU.Ap12.1950,0.369910547195947
evm.TU.Ap12.1951,NA
evm.TU.Ap12.1952,0.469834582752715
evm.TU.Ap12.1953,0.285013381130753
evm.TU.Ap12.1954,0.0842242143013475
evm.TU.Ap12.1955,NA
evm.TU.Ap12.1956,NA
evm.TU.Ap12.1957,NA
evm.TU.Ap12.1958,-0.765784467661905
evm.TU.Ap12.1959,-0.350338514032135
evm.TU.Ap12.196,NA
evm.TU.Ap12.1960,NA
evm.TU.Ap12.1961,NA
evm.TU.Ap12.1962,NA
evm.TU.Ap12.1963,NA
evm.TU.Ap12.1964,NA
evm.TU.Ap12.1965,2.3877203989749
evm.TU.Ap12.1966,0.0601277232565948
evm.TU.Ap12.1967,1.55094802356105
evm.TU.Ap12.1968,-0.191238407715982
evm.TU.Ap12.1969,0.260881336134463
evm.TU.Ap12.197,0.198599868039288
evm.TU.Ap12.1970,-0.798694634402178
evm.TU.Ap12.1971,0.221835005164621
evm.TU.Ap12.1972,0.570770829038864
evm.TU.Ap12.1973,NA
evm.TU.Ap12.1974,1.19936054133868
evm.TU.Ap12.1975,-0.800603067709104
evm.TU.Ap12.1976,2.91732970983403
evm.TU.Ap12.1977,-0.608870043865826
evm.TU.Ap12.1978,0.19581231461814
evm.TU.Ap12.1979,0.0855407649343583
evm.TU.Ap12.198,0.00637120151057141
evm.TU.Ap12.1980,-0.010152745717808
evm.TU.Ap12.1981,NA
evm.TU.Ap12.1982,1.17534303617157
evm.TU.Ap12.1983,-0.423667783176584
evm.TU.Ap12.1984,-1.65735726541814
evm.TU.Ap12.1985,0.285897559563003
evm.TU.Ap12.1986,0.0515402956606887
evm.TU.Ap12.1987,0.404499258467254
evm.TU.Ap12.1988,-0.609829492968179
evm.TU.Ap12.1989,0.17497070345185
evm.TU.Ap12.199,-3.45082992954702
evm.TU.Ap12.1990,0.550579659468853
evm.TU.Ap12.1991,-2.79929692132668
evm.TU.Ap12.1992,-0.831733414544818
evm.TU.Ap12.1993,NA
evm.TU.Ap12.1994,NA
evm.TU.Ap12.1995,NA
evm.TU.Ap12.1996,NA
evm.TU.Ap12.1997,NA
evm.TU.Ap12.1998,-3.63561989009497
evm.TU.Ap12.1999,NA
evm.TU.Ap12.2,0.802836153191736
evm.TU.Ap12.20,0.516660916183919
evm.TU.Ap12.200,NA
evm.TU.Ap12.2000,NA
evm.TU.Ap12.2001,0.0513541057235983
evm.TU.Ap12.2002,NA
evm.TU.Ap12.2003,-0.492925693023027
evm.TU.Ap12.2004,-0.0101554793439859
evm.TU.Ap12.2005,-0.498063869052556
evm.TU.Ap12.2006,-1.14811909483161
evm.TU.Ap12.2007,NA
evm.TU.Ap12.2008,0.845287455550793
evm.TU.Ap12.2009,NA
evm.TU.Ap12.201,-0.591128381984471
evm.TU.Ap12.2010,NA
evm.TU.Ap12.2011,NA
evm.TU.Ap12.2012,-4.57576958484387
evm.TU.Ap12.2013,0.545874913277099
evm.TU.Ap12.2014,0.895510388301513
evm.TU.Ap12.2015,1.03825906811571
evm.TU.Ap12.2016,-0.106464998110932
evm.TU.Ap12.2017,4.04235955393164
evm.TU.Ap12.2018,0.0513525639151077
evm.TU.Ap12.2019,0.241105523483791
evm.TU.Ap12.202,1.94531875274024
evm.TU.Ap12.2020,-0.511012905701917
evm.TU.Ap12.2021,0.130101991462141
evm.TU.Ap12.2022,0.965676540056412
evm.TU.Ap12.2023,-0.432435425210514
evm.TU.Ap12.2024,-1.47595515394475
evm.TU.Ap12.2025,0.0513541057235983
evm.TU.Ap12.2026,0.0604296405730096
evm.TU.Ap12.2027,-3.69157089563267
evm.TU.Ap12.2028,-0.367826020120357
evm.TU.Ap12.2029,-0.258910870919529
evm.TU.Ap12.203,0.710805128939531
evm.TU.Ap12.2030,0.195505027403493
evm.TU.Ap12.2031,NA
evm.TU.Ap12.2032,-0.340118972624768
evm.TU.Ap12.2033,NA
evm.TU.Ap12.2034,-0.829329852197479
evm.TU.Ap12.2035,NA
evm.TU.Ap12.2036,NA
evm.TU.Ap12.2037,-1.48806204083789
evm.TU.Ap12.2038,0.0604296405730095
evm.TU.Ap12.2039,-0.270904346762872
evm.TU.Ap12.204,-0.331919285236146
evm.TU.Ap12.2040,-0.31995870394838
evm.TU.Ap12.2041,NA
evm.TU.Ap12.2042,0.159334221151327
evm.TU.Ap12.2043,NA
evm.TU.Ap12.2044,NA
evm.TU.Ap12.2045,NA
evm.TU.Ap12.2046,0.37007093558927
evm.TU.Ap12.2047,-0.0138379140396375
evm.TU.Ap12.2048,NA
evm.TU.Ap12.2049,-0.121634876257139
evm.TU.Ap12.205,0.507483167456148
evm.TU.Ap12.2050,-2.47749775181106
evm.TU.Ap12.2051,NA
evm.TU.Ap12.2052,NA
evm.TU.Ap12.2053,NA
evm.TU.Ap12.2054,NA
evm.TU.Ap12.2055,NA
evm.TU.Ap12.2056,NA
evm.TU.Ap12.2057,NA
evm.TU.Ap12.2058,NA
evm.TU.Ap12.2059,NA
evm.TU.Ap12.206,-0.497001999252923
evm.TU.Ap12.2060,NA
evm.TU.Ap12.2061,NA
evm.TU.Ap12.2062,NA
evm.TU.Ap12.2063,NA
evm.TU.Ap12.2064,0.233967110046928
evm.TU.Ap12.2065,-1.26618700790147
evm.TU.Ap12.2066,NA
evm.TU.Ap12.2067,NA
evm.TU.Ap12.2068,NA
evm.TU.Ap12.2069,0.41788669837475
evm.TU.Ap12.207,0.591085364169656
evm.TU.Ap12.2070,NA
evm.TU.Ap12.2071,NA
evm.TU.Ap12.2072,NA
evm.TU.Ap12.2073,NA
evm.TU.Ap12.2074,-0.477734231427784
evm.TU.Ap12.2075,-0.529418591828539
evm.TU.Ap12.2076,-0.0115648697540177
evm.TU.Ap12.2077,NA
evm.TU.Ap12.2078,NA
evm.TU.Ap12.2079,1.38743491302529
evm.TU.Ap12.208,0.037516119992923
evm.TU.Ap12.2080,-0.140019423188888
evm.TU.Ap12.2081,NA
evm.TU.Ap12.2082,NA
evm.TU.Ap12.2083,NA
evm.TU.Ap12.2084,NA
evm.TU.Ap12.2085,0.822042511200079
evm.TU.Ap12.2086,-0.917814758047892
evm.TU.Ap12.2087,-1.70118838302426
evm.TU.Ap12.2088,NA
evm.TU.Ap12.2089,NA
evm.TU.Ap12.209,-0.239785108533538
evm.TU.Ap12.2090,0.668746263994069
evm.TU.Ap12.2091,0.142341404691653
evm.TU.Ap12.2092,-0.552526081917816
