genes,signedlogP
evm.TU.Ap10.130,NA
evm.TU.Ap10.1300,0.250770980155501
evm.TU.Ap10.1301,NA
evm.TU.Ap10.1302,NA
evm.TU.Ap10.1303,NA
evm.TU.Ap10.1304,-0.298352724161325
evm.TU.Ap10.1305,NA
evm.TU.Ap10.1306,NA
evm.TU.Ap10.1307,NA
evm.TU.Ap10.1308,NA
evm.TU.Ap10.1309,NA
evm.TU.Ap10.131,NA
evm.TU.Ap10.1310,-0.746063938647002
evm.TU.Ap10.1311,-0.225379363198318
evm.TU.Ap10.1312,NA
evm.TU.Ap10.1313,-1.83143374256295
evm.TU.Ap10.1314,NA
evm.TU.Ap10.1315,NA
evm.TU.Ap10.1316,NA
evm.TU.Ap10.1317,NA
evm.TU.Ap10.1318,0.533893124478371
evm.TU.Ap10.1319,-0.0923402338047394
evm.TU.Ap10.132,NA
evm.TU.Ap10.1320,NA
evm.TU.Ap10.1321,NA
evm.TU.Ap10.1322,0.0247278799713972
evm.TU.Ap10.1323,0.2507709801555
evm.TU.Ap10.1324,NA
evm.TU.Ap10.1325,NA
evm.TU.Ap10.1326,0.371026581798122
evm.TU.Ap10.1327,NA
evm.TU.Ap10.1328,0.371026581798122
evm.TU.Ap10.1329,NA
evm.TU.Ap10.133,NA
evm.TU.Ap10.1330,0.0452060753305392
evm.TU.Ap10.1331,-0.0447529254261703
evm.TU.Ap10.1332,-0.456017711213827
evm.TU.Ap10.1333,0.0247278799713973
evm.TU.Ap10.1334,0.124970851910788
evm.TU.Ap10.1335,NA
evm.TU.Ap10.1336,-0.420816271663371
evm.TU.Ap10.1337,0.388355817203609
evm.TU.Ap10.1338,1.38115628652881
evm.TU.Ap10.1339,NA
evm.TU.Ap10.134,NA
evm.TU.Ap10.1340,NA
evm.TU.Ap10.1341,1.45047245227113
evm.TU.Ap10.1342,-0.821798866535338
evm.TU.Ap10.1343,0.756057180708512
evm.TU.Ap10.1344,0.179077506344477
evm.TU.Ap10.1345,0.371026581798122
evm.TU.Ap10.1346,NA
evm.TU.Ap10.1347,NA
evm.TU.Ap10.1348,NA
evm.TU.Ap10.1349,-5.51112788258272
evm.TU.Ap10.135,0.124970851910788
evm.TU.Ap10.1350,0.0247278799713975
evm.TU.Ap10.1351,0.124970851910788
evm.TU.Ap10.1352,-0.406892646429058
evm.TU.Ap10.1353,0.0603976919661068
evm.TU.Ap10.1354,0.371026581798122
evm.TU.Ap10.1355,NA
evm.TU.Ap10.1356,0.0566788696537938
evm.TU.Ap10.1357,NA
evm.TU.Ap10.1358,NA
evm.TU.Ap10.1359,NA
evm.TU.Ap10.136,NA
evm.TU.Ap10.1360,0.371026581798122
evm.TU.Ap10.1361,-0.665435587338722
evm.TU.Ap10.1362,0.2507709801555
evm.TU.Ap10.1363,NA
evm.TU.Ap10.1364,NA
evm.TU.Ap10.1365,0.124970851910788
evm.TU.Ap10.1366,NA
evm.TU.Ap10.1367,0.0247278799713973
evm.TU.Ap10.1368,NA
evm.TU.Ap10.1369,NA
evm.TU.Ap10.137,0.537601653766193
evm.TU.Ap10.1370,-0.957088673319178
evm.TU.Ap10.1371,NA
evm.TU.Ap10.1372,0.0247278799713973
evm.TU.Ap10.1373,0.488389497074614
evm.TU.Ap10.1374,0.2507709801555
evm.TU.Ap10.1375,0.441426102366101
evm.TU.Ap10.1376,1.86379397201154
evm.TU.Ap10.1377,0.0872853075568352
evm.TU.Ap10.1378,0.124970851910788
evm.TU.Ap10.1379,0.124970851910788
evm.TU.Ap10.138,-1.02781075073743
evm.TU.Ap10.1380,0.78798841561366
evm.TU.Ap10.1381,0.28000347362835
evm.TU.Ap10.1382,NA
evm.TU.Ap10.1383,NA
evm.TU.Ap10.1384,0.371026581798122
evm.TU.Ap10.1385,-2.57999341079878
evm.TU.Ap10.1386,NA
evm.TU.Ap10.1387,NA
evm.TU.Ap10.1388,NA
evm.TU.Ap10.1389,NA
evm.TU.Ap10.139,0.371026581798122
evm.TU.Ap10.1390,NA
evm.TU.Ap10.1391,NA
evm.TU.Ap10.1392,NA
evm.TU.Ap10.1393,0.124970851910788
evm.TU.Ap10.1394,0.125210109650764
evm.TU.Ap10.1395,0.0571705069240425
evm.TU.Ap10.1396,NA
evm.TU.Ap10.1397,0.2507709801555
evm.TU.Ap10.1398,2.03679207763532
evm.TU.Ap10.1399,NA
evm.TU.Ap10.14,NA
evm.TU.Ap10.140,0.392563760534133
evm.TU.Ap10.1400,0.628339303532437
evm.TU.Ap10.1401,-0.10708641355156
evm.TU.Ap10.1402,NA
evm.TU.Ap10.1403,0.715223786230172
evm.TU.Ap10.1404,0.624355361628695
evm.TU.Ap10.1405,0.0929434625133477
evm.TU.Ap10.1406,0.579071547760585
evm.TU.Ap10.1407,0.27922794934324
evm.TU.Ap10.1408,0.0247278799713975
evm.TU.Ap10.1409,1.29830015539639
evm.TU.Ap10.141,NA
evm.TU.Ap10.1410,-1.08123791954629
evm.TU.Ap10.1411,NA
evm.TU.Ap10.1412,NA
evm.TU.Ap10.1413,0.513576297537898
evm.TU.Ap10.1414,NA
evm.TU.Ap10.1415,NA
evm.TU.Ap10.1416,NA
evm.TU.Ap10.1417,NA
evm.TU.Ap10.1418,0.254755128981866
evm.TU.Ap10.1419,NA
evm.TU.Ap10.142,NA
evm.TU.Ap10.1420,NA
evm.TU.Ap10.1421,NA
evm.TU.Ap10.1422,0.124970851910788
evm.TU.Ap10.1423,NA
evm.TU.Ap10.1424,-0.0861569948022357
evm.TU.Ap10.1425,1.29118014271577
evm.TU.Ap10.1426,0.2507709801555
evm.TU.Ap10.1427,0.371026581798122
evm.TU.Ap10.1428,NA
evm.TU.Ap10.1429,NA
evm.TU.Ap10.143,-1.12878959631338
evm.TU.Ap10.1430,-0.0633433276834369
evm.TU.Ap10.1431,0.371026581798122
evm.TU.Ap10.1432,NA
evm.TU.Ap10.1433,NA
evm.TU.Ap10.1434,NA
evm.TU.Ap10.1435,NA
evm.TU.Ap10.1436,NA
evm.TU.Ap10.1437,0.0247278799713975
evm.TU.Ap10.1438,NA
evm.TU.Ap10.1439,0.124970851910788
evm.TU.Ap10.144,NA
evm.TU.Ap10.1440,NA
evm.TU.Ap10.1441,0.371026581798122
evm.TU.Ap10.1442,-0.224497804872084
evm.TU.Ap10.1443,-0.82668092802765
evm.TU.Ap10.1444,-0.070269065709886
evm.TU.Ap10.1445,-0.716699789529463
evm.TU.Ap10.1446,NA
evm.TU.Ap10.1447,NA
evm.TU.Ap10.1448,-0.0888570131509187
evm.TU.Ap10.1449,NA
evm.TU.Ap10.145,NA
evm.TU.Ap10.1450,NA
evm.TU.Ap10.1451,NA
evm.TU.Ap10.1452,NA
evm.TU.Ap10.1453,NA
evm.TU.Ap10.1454,NA
evm.TU.Ap10.1455,NA
evm.TU.Ap10.1456,NA
evm.TU.Ap10.1457,0.371026581798122
evm.TU.Ap10.1458,0.374002870352891
evm.TU.Ap10.1459,3.81679464741747
evm.TU.Ap10.146,0.124970851910788
evm.TU.Ap10.1460,-0.265451309155075
evm.TU.Ap10.1461,0.130865623485626
evm.TU.Ap10.1462,-3.13509550781618
evm.TU.Ap10.1463,0.324082104273053
evm.TU.Ap10.1464,0.2507709801555
evm.TU.Ap10.1465,1.42891239047766
evm.TU.Ap10.1466,0.80256735521106
evm.TU.Ap10.1467,1.38258834165056
evm.TU.Ap10.1468,0.219860420758877
evm.TU.Ap10.1469,-0.0534826392391196
evm.TU.Ap10.147,NA
evm.TU.Ap10.1470,0.69236966072669
evm.TU.Ap10.1471,NA
evm.TU.Ap10.1472,0.124970851910788
evm.TU.Ap10.1473,NA
evm.TU.Ap10.1474,0.124970851910788
evm.TU.Ap10.1475,NA
evm.TU.Ap10.1476,NA
evm.TU.Ap10.1477,NA
evm.TU.Ap10.1478,NA
evm.TU.Ap10.1479,NA
evm.TU.Ap10.148,NA
evm.TU.Ap10.1480,0.250770980155501
evm.TU.Ap10.1481,0.850381981354374
evm.TU.Ap10.1482,0.0111804594872971
evm.TU.Ap10.1483,-0.0027482390010668
evm.TU.Ap10.1484,2.48081911189461
evm.TU.Ap10.1485,1.15484293876806
evm.TU.Ap10.1486,-0.94339215810916
evm.TU.Ap10.1487,-0.205296443995484
evm.TU.Ap10.1488,NA
evm.TU.Ap10.1489,0.124970851910788
evm.TU.Ap10.149,NA
evm.TU.Ap10.1490,-1.22110574673849
evm.TU.Ap10.1491_evm.TU.Ap10.1502,0.305485467141601
evm.TU.Ap10.1492,NA
evm.TU.Ap10.1493,NA
evm.TU.Ap10.1494,NA
evm.TU.Ap10.1495,NA
evm.TU.Ap10.1496,NA
evm.TU.Ap10.1497,NA
evm.TU.Ap10.1498,NA
evm.TU.Ap10.1499,NA
evm.TU.Ap10.15,-1.6707631231277
evm.TU.Ap10.150,NA
evm.TU.Ap10.1500,NA
evm.TU.Ap10.1501,NA
evm.TU.Ap10.1503,NA
evm.TU.Ap10.1504,NA
evm.TU.Ap10.1505,NA
evm.TU.Ap10.1506,NA
evm.TU.Ap10.1507,NA
evm.TU.Ap10.1508,NA
evm.TU.Ap10.1509,0.124970851910788
evm.TU.Ap10.151,0.0247278799713972
evm.TU.Ap10.1510,0.109782577048671
evm.TU.Ap10.1511,0.124970851910788
evm.TU.Ap10.1512,0.124970851910788
evm.TU.Ap10.1513,-0.516702723758738
evm.TU.Ap10.1514,NA
evm.TU.Ap10.1515,NA
evm.TU.Ap10.1516,0.124970851910788
evm.TU.Ap10.1517,-0.203506033701173
evm.TU.Ap10.1518,NA
evm.TU.Ap10.1519,0.935962478817333
evm.TU.Ap10.152,-1.73420765335146
evm.TU.Ap10.1520,NA
evm.TU.Ap10.1521,0.124970851910788
evm.TU.Ap10.1522,1.3267582524084
evm.TU.Ap10.1523,NA
evm.TU.Ap10.1524,NA
evm.TU.Ap10.1525,NA
evm.TU.Ap10.1526,NA
evm.TU.Ap10.1527,NA
evm.TU.Ap10.1528,NA
evm.TU.Ap10.1529,NA
evm.TU.Ap10.153,-1.24173538619398
evm.TU.Ap10.1530,0.822879799429606
evm.TU.Ap10.1531,NA
evm.TU.Ap10.1532,-0.0966068995396118
evm.TU.Ap10.1533,-0.0727784034048541
evm.TU.Ap10.1534,0.124970851910788
evm.TU.Ap10.1535,0.885779372062256
evm.TU.Ap10.1536,NA
evm.TU.Ap10.1537,NA
evm.TU.Ap10.1538,NA
evm.TU.Ap10.1539,NA
evm.TU.Ap10.154,NA
evm.TU.Ap10.1540,-0.0727784034048539
evm.TU.Ap10.1541,-0.159974026077427
evm.TU.Ap10.1542,NA
evm.TU.Ap10.1543,-0.164949638669915
evm.TU.Ap10.1545,NA
evm.TU.Ap10.1546,NA
evm.TU.Ap10.1547,NA
evm.TU.Ap10.1548,NA
evm.TU.Ap10.1549,NA
evm.TU.Ap10.155,NA
evm.TU.Ap10.1550,NA
evm.TU.Ap10.1551,NA
evm.TU.Ap10.1552,NA
evm.TU.Ap10.1553,NA
evm.TU.Ap10.1554,NA
evm.TU.Ap10.1555,NA
evm.TU.Ap10.1556,NA
evm.TU.Ap10.1557_evm.TU.Ap10.1544,-0.0354307297440035
evm.TU.Ap10.1558,-1.23129295820363
evm.TU.Ap10.1559,1.12348197140044
evm.TU.Ap10.156,NA
evm.TU.Ap10.1560,-0.830431273136243
evm.TU.Ap10.1561,-1.13586563913836
evm.TU.Ap10.1562,1.34390563010666
evm.TU.Ap10.1563,0.178912586660805
evm.TU.Ap10.1564,-0.642071249824989
evm.TU.Ap10.1565,NA
evm.TU.Ap10.1566,0.371026581798122
evm.TU.Ap10.1567,0.0971358352870746
evm.TU.Ap10.1568,NA
evm.TU.Ap10.1569,NA
evm.TU.Ap10.157,NA
evm.TU.Ap10.1570,NA
evm.TU.Ap10.1571,-0.202631228350402
evm.TU.Ap10.1572,0.406574413797598
evm.TU.Ap10.1573,-0.628727549840218
evm.TU.Ap10.1574,-0.462535806321696
evm.TU.Ap10.1575,-0.561842353345927
evm.TU.Ap10.1576,NA
evm.TU.Ap10.1577,0.124970851910788
evm.TU.Ap10.1578,NA
evm.TU.Ap10.1579,0.0573644573980809
evm.TU.Ap10.158,NA
evm.TU.Ap10.1580,-1.11921823317647
evm.TU.Ap10.1581,-0.477652764496032
evm.TU.Ap10.1582,0.062409360084436
evm.TU.Ap10.1583,-5.3379174477068
evm.TU.Ap10.1584,-1.89629408558049
evm.TU.Ap10.1585,0.955700007274655
evm.TU.Ap10.1586,0.428334881409604
evm.TU.Ap10.1587,0.124970851910788
evm.TU.Ap10.1588,NA
evm.TU.Ap10.1589,NA
evm.TU.Ap10.159,0.0247278799713975
evm.TU.Ap10.1590,0.723043465535705
evm.TU.Ap10.1591,2.09615604361747
evm.TU.Ap10.1592,0.124970851910788
evm.TU.Ap10.1593,0.589757796715643
evm.TU.Ap10.1594,0.538497289504534
evm.TU.Ap10.1595,0.371026581798122
evm.TU.Ap10.1596,-0.0834672250881268
evm.TU.Ap10.1597,-0.329666714811517
evm.TU.Ap10.1598,0.371026581798122
evm.TU.Ap10.1599,-0.404954603099958
evm.TU.Ap10.16,0.335023558845802
evm.TU.Ap10.160,-0.831836001413638
evm.TU.Ap10.1600,0.0636442199945559
evm.TU.Ap10.1601,NA
evm.TU.Ap10.1602,NA
evm.TU.Ap10.1603,NA
evm.TU.Ap10.1604,NA
evm.TU.Ap10.1605,NA
evm.TU.Ap10.1606,NA
evm.TU.Ap10.1607,NA
evm.TU.Ap10.1608,NA
evm.TU.Ap10.1609,0.812036562755452
evm.TU.Ap10.161,-1.19497763612802
evm.TU.Ap10.1610,0.20174793625295
evm.TU.Ap10.1611,-1.95247489785352
evm.TU.Ap10.1612,-0.169249502050846
evm.TU.Ap10.1613,0.2507709801555
evm.TU.Ap10.1614,0.502768426491516
evm.TU.Ap10.1615,0.0763737106575237
evm.TU.Ap10.1616,NA
evm.TU.Ap10.1617,-1.32446553762097
evm.TU.Ap10.1618,-0.414771166927524
evm.TU.Ap10.1619,-0.216524524673458
evm.TU.Ap10.162,1.10500222163816
evm.TU.Ap10.1620,NA
evm.TU.Ap10.1621,1.42046279665444
evm.TU.Ap10.1622,0.413143438396108
evm.TU.Ap10.1623,-0.0953588033245982
evm.TU.Ap10.1624,NA
evm.TU.Ap10.1625,NA
evm.TU.Ap10.1626,NA
evm.TU.Ap10.1627,NA
evm.TU.Ap10.1628,NA
evm.TU.Ap10.1629,NA
evm.TU.Ap10.163,-0.950031936252756
evm.TU.Ap10.1630,-1.3322378669687
evm.TU.Ap10.1631,NA
evm.TU.Ap10.1632,0.124970851910788
evm.TU.Ap10.1633,0.440896318257357
evm.TU.Ap10.1634,-2.419278803196
evm.TU.Ap10.1635,-0.227034358441417
evm.TU.Ap10.1636,0.2507709801555
evm.TU.Ap10.1637,0.0920740287988523
evm.TU.Ap10.1638,0.417207361998699
evm.TU.Ap10.1639,0.0887245779725774
evm.TU.Ap10.164,-0.0257993880400903
evm.TU.Ap10.1640,-0.527772009548089
evm.TU.Ap10.1641,0.17143548015478
evm.TU.Ap10.1642,1.49610208202654
evm.TU.Ap10.1643,-0.436168438784095
evm.TU.Ap10.1644,-0.684617218450315
evm.TU.Ap10.1645,-0.539089958663774
evm.TU.Ap10.1646,NA
evm.TU.Ap10.1647,-0.125975356695721
evm.TU.Ap10.1648,-0.17963344541422
evm.TU.Ap10.1649,-0.449088007397141
evm.TU.Ap10.165_evm.TU.Ap10.166,0.0655698983695404
evm.TU.Ap10.1650,0.140038431461485
evm.TU.Ap10.1651,0.0827093339209403
evm.TU.Ap10.1652,-0.901438870641779
evm.TU.Ap10.1653,0.327741086594392
evm.TU.Ap10.1654,NA
evm.TU.Ap10.1655,NA
evm.TU.Ap10.1656,NA
evm.TU.Ap10.1657,0.0271109990485415
evm.TU.Ap10.1658,0.287005638270242
evm.TU.Ap10.1659,-0.434890496284793
evm.TU.Ap10.1660,0.815506428256578
evm.TU.Ap10.1661,-0.349983525539969
evm.TU.Ap10.1662,NA
evm.TU.Ap10.1663,1.81062022517457
evm.TU.Ap10.1664,NA
evm.TU.Ap10.1665,NA
evm.TU.Ap10.1666,0.297985758642896
evm.TU.Ap10.1667,NA
evm.TU.Ap10.1668,NA
evm.TU.Ap10.1669,-0.13357038122511
evm.TU.Ap10.167,0.402233494847089
evm.TU.Ap10.1670,-0.881812255530782
evm.TU.Ap10.1671,NA
evm.TU.Ap10.1672,NA
evm.TU.Ap10.1673,0.050614268987564
evm.TU.Ap10.1674,-0.287681297351169
evm.TU.Ap10.1675,1.2942669713071
evm.TU.Ap10.1676,NA
evm.TU.Ap10.1677,0.60576484686692
evm.TU.Ap10.1678,-0.889171563014864
evm.TU.Ap10.1679,0.254755128981866
evm.TU.Ap10.168,0.138158333519725
evm.TU.Ap10.1680,0.124970851910788
evm.TU.Ap10.1681,3.50646365333347
evm.TU.Ap10.1682,0.348405270249398
evm.TU.Ap10.1683,NA
evm.TU.Ap10.1684,-0.468277190998782
evm.TU.Ap10.1685,-0.387834014620366
evm.TU.Ap10.1686,0.320437479763078
evm.TU.Ap10.1687,-0.910636039234809
evm.TU.Ap10.1688,-0.366877689705227
evm.TU.Ap10.1689,-1.41282400613756
evm.TU.Ap10.169,0.723539988730929
evm.TU.Ap10.1690,-0.421212809699776
evm.TU.Ap10.1691,0.156848366356401
evm.TU.Ap10.1692,NA
evm.TU.Ap10.1693,0.184325461575786
evm.TU.Ap10.1694,NA
evm.TU.Ap10.1695,NA
evm.TU.Ap10.1696,NA
evm.TU.Ap10.1697,-1.0086079766001
evm.TU.Ap10.1698,0.124970851910788
evm.TU.Ap10.1699,-0.124594086805566
evm.TU.Ap10.17,NA
evm.TU.Ap10.170,0.140032131932391
evm.TU.Ap10.1700,NA
evm.TU.Ap10.1701,-0.518952112127793
evm.TU.Ap10.1702,-0.295882183289155
evm.TU.Ap10.1703,NA
evm.TU.Ap10.1704,NA
evm.TU.Ap10.1705,0.308326510266559
evm.TU.Ap10.1706,NA
evm.TU.Ap10.1707,NA
evm.TU.Ap10.1708,0.533893124478371
evm.TU.Ap10.1709,0.165938297478793
evm.TU.Ap10.171,1.62110957636322
evm.TU.Ap10.1710,NA
evm.TU.Ap10.1711,-0.104258206351054
evm.TU.Ap10.1712,-0.0857558481957768
evm.TU.Ap10.1713,NA
evm.TU.Ap10.1714,NA
evm.TU.Ap10.1715,-0.0727784034048541
evm.TU.Ap10.1716,NA
evm.TU.Ap10.1717,-1.06413859578649
evm.TU.Ap10.1718,NA
evm.TU.Ap10.1719,-0.782762606154511
evm.TU.Ap10.172,-0.292953874611929
evm.TU.Ap10.1720,-0.291741723233563
evm.TU.Ap10.1721,NA
evm.TU.Ap10.1722,0.644879131886053
evm.TU.Ap10.1723,0.371026581798122
evm.TU.Ap10.1724,-0.0777852709262376
evm.TU.Ap10.1725,NA
evm.TU.Ap10.1726_evm.TU.Ap10.1729,1.55553632522445
evm.TU.Ap10.1727,NA
evm.TU.Ap10.1728,NA
evm.TU.Ap10.173,-0.0241458439420289
evm.TU.Ap10.1730,NA
evm.TU.Ap10.1731,NA
evm.TU.Ap10.1732,0.176618559516732
evm.TU.Ap10.1733,NA
evm.TU.Ap10.1734,NA
evm.TU.Ap10.1735,0.371026581798122
evm.TU.Ap10.1736,0.457114352485618
evm.TU.Ap10.1737,NA
evm.TU.Ap10.1738,0.951510637333535
evm.TU.Ap10.1739,-0.0727453510195275
evm.TU.Ap10.174,-0.0727784034048541
evm.TU.Ap10.1740,1.81077097021876
evm.TU.Ap10.1741,-0.730789161373613
evm.TU.Ap10.1742,0.473474341951343
evm.TU.Ap10.1743,-0.16220589266188
evm.TU.Ap10.1744,0.824664890665339
evm.TU.Ap10.1745,1.06676326867234
evm.TU.Ap10.1746,1.10032351675295
evm.TU.Ap10.1747,1.33946922359885
evm.TU.Ap10.1748,-1.40213621720801
evm.TU.Ap10.1749,1.6419469341339
evm.TU.Ap10.175,0.0507934274277922
evm.TU.Ap10.1750,NA
evm.TU.Ap10.1751,-0.0727784034048541
evm.TU.Ap10.1752,-1.49207015392586
evm.TU.Ap10.1753,NA
evm.TU.Ap10.1754,0.124970851910788
evm.TU.Ap10.1755,NA
evm.TU.Ap10.1756,NA
evm.TU.Ap10.1757,NA
evm.TU.Ap10.1758,0.107800489784656
evm.TU.Ap10.1759,0.549589457061044
evm.TU.Ap10.176,NA
evm.TU.Ap10.1760,-0.0556211283928648
evm.TU.Ap10.1761,1.38367249332241
evm.TU.Ap10.1762,-1.0267428400798
evm.TU.Ap10.1763,0.250770980155501
evm.TU.Ap10.1764,1.33928738292243
evm.TU.Ap10.1765,-0.7201144183448
evm.TU.Ap10.1766,NA
evm.TU.Ap10.1767,1.42520014763171
evm.TU.Ap10.1768,2.62230875701619
evm.TU.Ap10.1769,-0.052870712620953
evm.TU.Ap10.177,0.323153247594969
evm.TU.Ap10.1770,0.307157477773338
evm.TU.Ap10.1771,0.615494657646299
evm.TU.Ap10.1772,-0.729903659344274
evm.TU.Ap10.1773,NA
evm.TU.Ap10.1774,0.124970851910788
evm.TU.Ap10.1775,NA
evm.TU.Ap10.1776,1.0739358792029
evm.TU.Ap10.1777,-0.00852719345356177
evm.TU.Ap10.1778,NA
evm.TU.Ap10.1779,-0.000684377700064027
evm.TU.Ap10.178,0.513576342199877
evm.TU.Ap10.1780,0.401330029845782
evm.TU.Ap10.1781,0.703923689333337
evm.TU.Ap10.1782,1.40755125381896
evm.TU.Ap10.1783,-0.272965767801098
evm.TU.Ap10.1784,0.316688074340984
evm.TU.Ap10.1785,0.41170856423059
evm.TU.Ap10.1786,0.0421415157093677
evm.TU.Ap10.1787,0.520109694826279
evm.TU.Ap10.1788,0.0570379798271995
evm.TU.Ap10.1789,-1.33911282715045
evm.TU.Ap10.179,NA
evm.TU.Ap10.1790,NA
evm.TU.Ap10.1791,NA
evm.TU.Ap10.1792,0.911581893733337
evm.TU.Ap10.1793,-0.840653806117817
evm.TU.Ap10.1794,NA
evm.TU.Ap10.1795,0.124970851910788
evm.TU.Ap10.1796,0.172799887018268
evm.TU.Ap10.1797,0.371026581798122
evm.TU.Ap10.1798,NA
evm.TU.Ap10.1799,0.142319781737438
evm.TU.Ap10.18,0.620638772916174
evm.TU.Ap10.180,0.2507709801555
evm.TU.Ap10.1800,0.11203217920813
evm.TU.Ap10.1801,0.41411850714651
evm.TU.Ap10.1802,-2.31177413107634
evm.TU.Ap10.1803,0.124970851910788
evm.TU.Ap10.1804,0.475659761797074
evm.TU.Ap10.1805,-0.793485130401262
evm.TU.Ap10.1806,1.27435613838048
evm.TU.Ap10.1807,-0.694986713286008
evm.TU.Ap10.1808,-1.7866304688228
evm.TU.Ap10.1809,0.124970851910788
evm.TU.Ap10.181,0.124970851910788
evm.TU.Ap10.1810,0.296939282653087
evm.TU.Ap10.1811,-0.0654055453132658
evm.TU.Ap10.1812,0.371026581798122
evm.TU.Ap10.1813,0.0247278799713975
evm.TU.Ap10.1814,0.124970851910788
evm.TU.Ap10.1815,0.124970851910788
evm.TU.Ap10.1816,0.124970851910788
evm.TU.Ap10.1817,NA
evm.TU.Ap10.1818,NA
evm.TU.Ap10.1819,NA
evm.TU.Ap10.182,2.84648207828482
evm.TU.Ap10.1820,NA
evm.TU.Ap10.1821,NA
evm.TU.Ap10.1822,0.513576297537898
evm.TU.Ap10.1823,0.611341847479212
evm.TU.Ap10.1824,0.0247278799713973
evm.TU.Ap10.1825,0.634966901776146
evm.TU.Ap10.1826,-0.0806136233243269
evm.TU.Ap10.1827,0.516413012385666
evm.TU.Ap10.1828,NA
evm.TU.Ap10.1829,0.934161105612781
evm.TU.Ap10.183,NA
evm.TU.Ap10.1830,-0.269174366192161
evm.TU.Ap10.1831,0.347724391293044
evm.TU.Ap10.1832,-0.643374315194362
evm.TU.Ap10.1833,-0.212687473196376
evm.TU.Ap10.1834,0.0890362157238276
evm.TU.Ap10.1835,0.298595838335693
evm.TU.Ap10.1836,NA
evm.TU.Ap10.1837,NA
evm.TU.Ap10.1838,NA
evm.TU.Ap10.1839,NA
evm.TU.Ap10.184,0.0135771216159387
evm.TU.Ap10.1840,NA
evm.TU.Ap10.1841,0.371026581798122
evm.TU.Ap10.1842,NA
evm.TU.Ap10.1843,NA
evm.TU.Ap10.1844,0.124970851910788
evm.TU.Ap10.1845,NA
evm.TU.Ap10.1846,-1.19558867231036
evm.TU.Ap10.1847,NA
evm.TU.Ap10.1848,-0.428210063036421
evm.TU.Ap10.1849,-0.178279967717123
evm.TU.Ap10.185,0.124970851910788
evm.TU.Ap10.1850,1.53159068865009
evm.TU.Ap10.1851,0.0917787200766257
evm.TU.Ap10.1852,0.548312177481121
evm.TU.Ap10.1853,0.505147657109053
evm.TU.Ap10.1854,-0.0821647052516021
evm.TU.Ap10.1855,-0.29183535460044
evm.TU.Ap10.1856,0.228940535449444
evm.TU.Ap10.1857,-0.138717131509501
evm.TU.Ap10.1858,0.0578974130224066
evm.TU.Ap10.1859,0.00771598074963861
evm.TU.Ap10.186,0.342223059539112
evm.TU.Ap10.1860,0.440056090956423
evm.TU.Ap10.1861,-0.397906726207021
evm.TU.Ap10.1862,3.94161191617841
evm.TU.Ap10.1863,-0.4791747370497
evm.TU.Ap10.1864,0.117315303621048
evm.TU.Ap10.1865,0.124970851910788
evm.TU.Ap10.1866,NA
evm.TU.Ap10.1867,0.2507709801555
evm.TU.Ap10.1868,NA
evm.TU.Ap10.1869,1.7698879577306
evm.TU.Ap10.187,0.124970851910788
evm.TU.Ap10.1870,0.335131754795331
evm.TU.Ap10.1871,0.978135160371473
evm.TU.Ap10.1872,NA
evm.TU.Ap10.1873,0.397433015036417
evm.TU.Ap10.1874,0.147467585356369
evm.TU.Ap10.1875,0.818111805357292
evm.TU.Ap10.1876,-1.91751271943642
evm.TU.Ap10.1877,-0.793388890454638
evm.TU.Ap10.1878,0.0766065503390663
evm.TU.Ap10.1879,0.755911994161238
evm.TU.Ap10.188,0.401996944560438
evm.TU.Ap10.1880,0.163990155225614
evm.TU.Ap10.1881,-0.80974927530939
evm.TU.Ap10.1882,0.455039712458095
evm.TU.Ap10.1883,0.174438643178475
evm.TU.Ap10.1884,1.74286049496351
evm.TU.Ap10.1885,1.22778187828142
evm.TU.Ap10.1886,-0.686743582169604
evm.TU.Ap10.1887,-0.33411291027558
evm.TU.Ap10.1888,1.22536097897811
evm.TU.Ap10.1889,-0.649297627770315
evm.TU.Ap10.189,-0.164539557966219
evm.TU.Ap10.1890,0.124970851910788
evm.TU.Ap10.1891,NA
evm.TU.Ap10.1892,NA
evm.TU.Ap10.1893,NA
evm.TU.Ap10.1894,NA
evm.TU.Ap10.1895,-1.78755690898944
evm.TU.Ap10.1896,NA
evm.TU.Ap10.1897,-0.442678368201868
evm.TU.Ap10.1898,-1.37422039659359
evm.TU.Ap10.1899,NA
evm.TU.Ap10.19,0.174604876391892
evm.TU.Ap10.190,-0.433589079344683
evm.TU.Ap10.1900,NA
evm.TU.Ap10.1901,NA
evm.TU.Ap10.1902,NA
evm.TU.Ap10.1903,NA
evm.TU.Ap10.1904,NA
evm.TU.Ap10.1905,-0.21113723129673
evm.TU.Ap10.1906,-0.0848208620580296
evm.TU.Ap10.1907,0.0247278799713973
evm.TU.Ap10.1908,3.11064343498474
evm.TU.Ap10.1909,-0.195029208759202
evm.TU.Ap10.191,-0.84200586882549
evm.TU.Ap10.1910,1.04002258079569
evm.TU.Ap10.1911,0.00618141962484913
evm.TU.Ap10.1912,0.668392119030356
evm.TU.Ap10.1913,-0.833988296257156
evm.TU.Ap10.1914,-0.09755003665066
evm.TU.Ap10.1915,0.95018457672402
evm.TU.Ap10.1916,-0.468120426265984
evm.TU.Ap10.1917,-0.128164599965513
evm.TU.Ap10.1918,NA
evm.TU.Ap10.1919,3.64149353598271
